x1,x2,x3,Class
2.75, -1.19, 0.558,sig
-0.595, -0.671, 0.28,bkg
2.28, -1.43, 1.7,sig
-0.338, -0.437, 1.02,bkg
2.15, -1.08, 1.62,sig
-1.95, 0.207, 0.902,bkg
2.6, -1.4, 1.82,sig
-0.929, -0.566, 1.49,bkg
0.518, 1.26, 0.599,sig
-1.48, 0.172, 0.489,bkg
0.759, 0.927, 2.0,sig
-1.12, -0.21, 0.949,bkg
0.431, -0.441, 0.802,sig
-2.36, 1.23, 1.7,bkg
0.215, 0.657, 0.763,sig
0.224, -0.59, 0.78,bkg
1.13, 0.127, 0.463,sig
-2.11, 1.47, 0.459,bkg
-0.65, 2.36, 1.76,sig
-1.66, 0.915, 0.271,bkg
0.972, -0.555, 1.44,sig
0.201, -1.88, 1.33,bkg
1.24, -0.648, 1.13,sig
-1.51, 0.534, 1.09,bkg
1.91, -0.633, 0.225,sig
0.104, -1.54, 1.85,bkg
0.484, 0.537, 1.89,sig
-1.05, -0.14, 0.609,bkg
0.839, 0.697, 0.498,sig
-1.34, 0.352, 1.84,bkg
-0.996, 1.48, 1.71,sig
-1.3, -0.267, 1.03,bkg
0.611, 0.908, 0.11,sig
-1.66, 0.364, 1.98,bkg
1.33, -0.482, 1.31,sig
-0.403, -0.742, 1.69,bkg
1.59, -0.172, 1.31,sig
-2.3, 0.761, 0.0742,bkg
1.51, 0.132, 0.165,sig
0.203, -1.46, 1.42,bkg
1.67, 0.255, 0.137,sig
-0.893, -0.661, 0.448,bkg
-1.01, 1.23, 1.61,sig
-2.64, 1.47, 1.99,bkg
1.41, -0.177, 0.542,sig
0.0621, -1.08, 0.892,bkg
0.537, -0.0961, 0.204,sig
-1.4, -0.303, 0.144,bkg
1.84, -0.387, 1.46,sig
0.129, -0.784, 0.781,bkg
1.6, 0.136, 1.27,sig
-0.124, -1.25, 1.91,bkg
0.668, 0.817, 1.69,sig
-1.9, 1.08, 0.797,bkg
1.08, 0.204, 0.898,sig
-0.21, -0.724, 0.166,bkg
0.819, 0.368, 1.71,sig
-1.53, -0.0113, 0.907,bkg
0.748, 0.894, 0.706,sig
-1.76, 1.33, 0.548,bkg
0.906, 0.276, 2.0,sig
-1.31, 0.333, 0.901,bkg
1.9, -0.838, 1.96,sig
-0.573, -0.829, 0.113,bkg
1.06, -0.085, 0.618,sig
-1.69, 0.332, 0.113,bkg
0.528, 0.907, 1.85,sig
-0.645, -0.727, 0.482,bkg
-1.29, 3.07, 1.56,sig
0.197, -1.5, 0.0554,bkg
1.08, -0.689, 1.99,sig
0.161, -2.0, 1.59,bkg
-0.204, 1.91, 1.37,sig
-0.334, -1.25, 0.112,bkg
-0.239, 1.26, 0.342,sig
-0.219, -1.74, 1.65,bkg
0.7, 0.747, 1.75,sig
-1.65, 0.0407, 1.67,bkg
0.559, 0.597, 0.469,sig
-2.46, 1.31, 1.38,bkg
1.29, -0.307, 0.335,sig
-1.84, -0.791, 1.99,bkg
0.85, 0.636, 0.1,sig
-1.19, -0.782, 0.999,bkg
-0.272, 1.84, 0.187,sig
-1.57, 0.48, 0.54,bkg
0.994, 0.153, 0.181,sig
-1.75, 0.773, 0.725,bkg
0.811, 0.828, 0.455,sig
-0.675, -0.303, 0.794,bkg
-0.661, 2.28, 1.2,sig
-0.606, -0.0569, 0.375,bkg
2.2, -1.33, 1.74,sig
-1.48, -0.452, 1.06,bkg
1.55, -0.391, 0.0308,sig
-2.37, 1.32, 1.35,bkg
0.587, -0.0619, 0.46,sig
-0.438, -1.23, 1.09,bkg
-0.425, 1.42, 1.1,sig
-1.13, -0.404, 1.64,bkg
-2.31, 2.96, 0.109,sig
-2.46, 2.13, 0.277,bkg
0.991, -0.268, 0.913,sig
0.219, -2.18, 0.955,bkg
2.13, -0.982, 1.26,sig
-0.408, -0.29, 0.901,bkg
0.97, 0.155, 0.728,sig
0.534, -1.47, 0.684,bkg
3.09, -1.71, 1.05,sig
1.12, -3.15, 1.92,bkg
0.95, 0.412, 0.474,sig
-1.05, -0.391, 0.266,bkg
0.317, 0.979, 1.37,sig
-1.65, 1.4, 0.653,bkg
0.549, 0.341, 1.89,sig
-1.41, -0.0481, 0.0677,bkg
0.809, 0.31, 1.35,sig
-0.827, -1.15, 1.61,bkg
-1.02, 2.52, 0.0839,sig
-1.04, -0.0384, 0.151,bkg
1.66, -0.65, 0.849,sig
-2.5, 1.5, 0.198,bkg
0.721, 0.513, 0.476,sig
-0.274, -0.667, 0.606,bkg
-0.778, 1.96, 1.45,sig
-0.651, -0.763, 1.57,bkg
0.416, 1.21, 1.18,sig
-2.55, 1.58, 0.56,bkg
0.335, 0.676, 0.533,sig
-1.25, 0.278, 0.384,bkg
0.323, 1.82, 0.366,sig
-0.28, -0.933, 0.279,bkg
1.77, -0.932, 0.0165,sig
-2.31, 0.233, 1.76,bkg
1.89, 0.418, 1.43,sig
-1.11, -0.437, 1.35,bkg
-0.565, 2.35, 1.62,sig
-2.22, 0.936, 1.28,bkg
0.323, 0.279, 1.13,sig
-1.16, -0.445, 1.32,bkg
0.402, 1.38, 1.76,sig
-3.26, 1.73, 1.16,bkg
1.27, -0.784, 0.489,sig
-1.73, 0.496, 0.581,bkg
0.452, 1.07, 0.32,sig
-0.311, -0.723, 1.69,bkg
0.933, 0.831, 0.489,sig
-0.561, -1.04, 0.264,bkg
2.85, -1.49, 1.73,sig
-0.838, -0.905, 0.635,bkg
1.13, -0.163, 1.46,sig
-1.72, 1.32, 1.76,bkg
1.16, -0.522, 0.731,sig
-1.23, -0.301, 0.434,bkg
0.49, 1.28, 1.19,sig
-0.998, 0.252, 1.16,bkg
1.49, -0.81, 0.0798,sig
-0.693, -0.548, 0.148,bkg
-0.398, 1.5, 1.37,sig
-1.9, 0.786, 1.65,bkg
2.99, -2.57, 0.342,sig
-0.73, -0.617, 1.53,bkg
2.22, -0.386, 1.55,sig
-1.7, 0.955, 1.13,bkg
0.463, 0.375, 1.49,sig
-0.579, -0.955, 1.17,bkg
2.23, -1.1, 1.74,sig
1.08, -2.08, 0.917,bkg
0.372, 0.508, 0.454,sig
-2.07, 0.998, 0.321,bkg
2.18, -1.36, 0.354,sig
-1.4, 0.353, 1.96,bkg
1.55, 0.00772, 1.34,sig
0.025, -0.81, 0.271,bkg
1.51, -0.835, 1.45,sig
-2.34, 0.884, 0.708,bkg
1.19, -0.835, 1.83,sig
0.946, -1.87, 1.1,bkg
0.073, 1.21, 0.911,sig
-2.91, 2.19, 1.33,bkg
0.953, 0.133, 1.98,sig
-1.63, -0.608, 1.92,bkg
2.1, -1.16, 0.639,sig
-0.733, -0.306, 1.05,bkg
-0.188, 1.08, 0.403,sig
-2.51, 0.781, 1.57,bkg
1.36, 0.681, 1.74,sig
-2.04, 0.942, 0.456,bkg
1.27, -0.28, 1.74,sig
-0.64, 0.118, 1.65,bkg
0.616, 0.482, 0.962,sig
0.852, -1.65, 0.0573,bkg
2.22, -1.16, 0.0133,sig
-0.422, -1.02, 1.98,bkg
-0.767, 1.27, 0.954,sig
0.57, -1.4, 0.648,bkg
0.0682, 0.894, 0.901,sig
-1.97, 1.16, 1.21,bkg
0.254, 1.1, 1.45,sig
-2.03, 1.05, 1.71,bkg
-1.06, 2.45, 0.319,sig
-1.1, 0.74, 0.97,bkg
1.66, -0.378, 1.54,sig
-2.73, 1.69, 0.813,bkg
1.32, -0.323, 1.76,sig
-1.49, 0.0683, 1.36,bkg
1.82, -0.103, 0.576,sig
-1.32, -0.0248, 1.07,bkg
2.42, -0.175, 1.59,sig
-2.78, 2.15, 0.24,bkg
1.39, 1.0, 1.66,sig
0.432, -1.56, 1.05,bkg
-0.814, 1.41, 0.981,sig
-2.29, 0.888, 1.42,bkg
1.18, -0.368, 1.6,sig
-2.22, 1.31, 0.087,bkg
1.54, 0.393, 1.39,sig
-0.211, -1.15, 1.21,bkg
0.383, 0.877, 0.0862,sig
-0.774, 0.33, 1.37,bkg
1.12, 0.609, 1.7,sig
0.119, -1.44, 1.73,bkg
2.01, -0.378, 1.99,sig
-0.566, -0.934, 1.32,bkg
2.06, 0.124, 0.564,sig
-1.31, 0.474, 0.494,bkg
0.562, 0.107, 1.21,sig
-1.04, -0.662, 0.573,bkg
1.06, 0.608, 0.752,sig
-0.374, -0.839, 0.958,bkg
1.17, 0.438, 0.509,sig
1.11, -2.01, 0.717,bkg
0.707, 0.967, 1.17,sig
-0.541, -0.897, 0.747,bkg
-0.433, 1.44, 1.2,sig
-3.76, 2.53, 0.0488,bkg
1.42, 0.346, 0.614,sig
-2.67, 2.06, 0.436,bkg
1.8, -0.278, 1.58,sig
-1.95, 0.704, 0.303,bkg
1.49, -0.0855, 0.527,sig
-0.721, -0.399, 1.84,bkg
0.469, 0.387, 0.576,sig
-1.02, -0.785, 0.892,bkg
0.0872, 0.624, 0.0298,sig
-0.382, -1.42, 1.07,bkg
0.977, -0.0517, 1.01,sig
-0.517, -0.869, 1.37,bkg
1.53, -0.339, 0.352,sig
-0.457, -0.792, 1.68,bkg
1.33, -0.237, 1.81,sig
-1.49, -0.24, 0.901,bkg
-0.141, 0.408, 1.66,sig
-2.08, 0.798, 0.383,bkg
1.07, -0.829, 0.301,sig
-1.18, -0.081, 1.33,bkg
0.703, 0.0661, 0.211,sig
-0.488, -1.17, 1.31,bkg
3.12, -1.68, 1.98,sig
-2.19, 1.25, 0.514,bkg
0.423, 0.346, 1.7,sig
-1.54, 0.676, 0.124,bkg
0.378, 0.875, 1.36,sig
-3.32, 1.55, 0.207,bkg
0.22, 2.3, 0.328,sig
-2.18, 1.07, 1.44,bkg
0.695, 0.632, 1.28,sig
-0.485, -0.16, 1.21,bkg
2.51, -1.25, 1.0,sig
-1.66, 0.761, 1.34,bkg
0.515, 1.45, 0.896,sig
-1.17, 0.014, 1.85,bkg
0.0615, -0.756, 0.63,sig
-2.54, 0.374, 0.806,bkg
0.864, -1.06, 0.618,sig
-1.9, 0.694, 0.483,bkg
2.15, -0.913, 0.336,sig
-1.73, 0.618, 0.197,bkg
2.83, -1.47, 0.339,sig
-2.05, 1.13, 0.358,bkg
1.22, 0.0205, 0.48,sig
-2.41, 1.59, 0.781,bkg
0.42, 0.798, 1.13,sig
-0.781, -0.865, 1.28,bkg
0.166, 0.43, 1.35,sig
-0.451, 0.643, 0.613,bkg
-0.00531, 1.47, 1.36,sig
-0.599, -0.278, 0.548,bkg
1.4, -0.301, 1.42,sig
-1.03, -0.903, 0.337,bkg
-1.01, 1.64, 1.7,sig
-0.122, -0.935, 0.622,bkg
1.94, 0.236, 0.565,sig
-1.2, -0.313, 1.14,bkg
1.74, -0.878, 0.131,sig
0.262, -1.26, 1.45,bkg
3.36, -2.06, 0.59,sig
-1.3, 0.409, 0.588,bkg
-0.2, 0.909, 0.618,sig
-1.48, 0.256, 0.786,bkg
0.818, 0.605, 0.845,sig
-0.913, -0.615, 1.29,bkg
-0.746, 2.43, 0.645,sig
-0.206, -1.94, 0.084,bkg
0.264, -0.243, 1.49,sig
-1.03, -1.01, 1.62,bkg
0.0856, 0.963, 0.755,sig
-2.04, 0.48, 0.893,bkg
2.44, -0.912, 0.202,sig
-1.94, 0.628, 0.374,bkg
0.573, -0.0837, 1.44,sig
-2.63, 1.06, 0.108,bkg
0.814, 0.897, 1.53,sig
-0.877, -0.8, 0.6,bkg
-1.07, 2.16, 0.558,sig
-0.14, -1.58, 0.443,bkg
2.12, 0.0103, 1.27,sig
-2.02, 0.969, 0.0664,bkg
0.846, 0.471, 0.24,sig
-2.22, 0.609, 0.588,bkg
0.505, 1.82, 1.33,sig
-1.65, 1.4, 0.458,bkg
1.4, -1.04, 1.99,sig
-1.21, -0.287, 1.5,bkg
2.65, -1.11, 1.93,sig
-2.47, 0.944, 0.651,bkg
-1.46, 2.36, 1.63,sig
-1.09, 0.0568, 0.49,bkg
0.638, 0.0943, 1.11,sig
0.496, -0.9, 1.56,bkg
2.66, -1.01, 0.288,sig
-2.07, 0.303, 1.0,bkg
0.0673, 0.239, 0.417,sig
-0.00793, -0.987, 0.943,bkg
-0.909, 2.84, 0.583,sig
-0.135, -0.842, 1.25,bkg
2.53, -1.66, 0.328,sig
-1.02, -0.419, 1.49,bkg
0.528, 0.806, 0.798,sig
-3.16, 3.22, 1.86,bkg
0.541, -0.129, 1.61,sig
-0.348, -0.355, 0.13,bkg
1.98, -0.844, 1.86,sig
-0.798, -1.14, 1.48,bkg
1.39, -0.82, 1.8,sig
-0.947, -0.953, 1.98,bkg
0.0788, 1.04, 0.841,sig
-2.87, 2.03, 1.04,bkg
0.956, -0.257, 0.0319,sig
-0.751, 0.416, 1.24,bkg
-0.587, 1.95, 1.75,sig
-1.3, 0.746, 1.37,bkg
4.89, -3.16, 0.596,sig
0.653, -1.85, 0.929,bkg
0.519, 1.61, 1.85,sig
1.36, -2.11, 0.68,bkg
1.39, 0.0938, 1.08,sig
-1.76, 0.79, 0.643,bkg
0.663, 0.00481, 1.23,sig
-1.96, 0.579, 0.59,bkg
0.612, 0.492, 1.2,sig
-1.89, 0.943, 0.603,bkg
-0.575, 1.9, 0.472,sig
-1.08, 0.288, 0.36,bkg
1.21, 0.177, 0.439,sig
-0.626, -1.12, 0.632,bkg
-0.407, 1.29, 0.752,sig
0.511, -1.59, 1.83,bkg
1.25, -0.479, 0.478,sig
-1.42, 0.332, 1.96,bkg
2.07, -1.52, 1.21,sig
-0.579, 0.0279, 0.251,bkg
1.16, 0.521, 0.698,sig
-0.704, -0.464, 1.53,bkg
-0.745, 2.08, 0.536,sig
0.647, -2.05, 1.9,bkg
0.79, 1.0, 0.384,sig
-2.95, 1.43, 1.38,bkg
0.639, -0.0779, 1.77,sig
-1.23, 0.426, 1.44,bkg
1.63, -0.634, 1.57,sig
-0.673, -1.55, 0.601,bkg
1.46, 0.694, 0.106,sig
-0.173, -1.07, 0.651,bkg
0.446, 0.912, 1.79,sig
0.165, -1.1, 1.3,bkg
-1.78, 3.14, 0.927,sig
-0.342, -1.1, 1.78,bkg
2.03, -0.311, 1.93,sig
-2.16, 1.7, 1.24,bkg
-0.0108, 1.11, 1.85,sig
-1.94, 0.708, 1.08,bkg
1.69, 0.229, 0.682,sig
-2.63, 0.656, 0.955,bkg
1.43, -0.201, 1.19,sig
0.743, -1.88, 1.4,bkg
0.189, 1.18, 1.92,sig
-1.3, -0.0326, 0.13,bkg
1.06, 0.313, 1.0,sig
-1.23, -0.122, 0.545,bkg
2.74, -0.674, 0.912,sig
-1.12, 0.106, 0.658,bkg
0.963, -0.544, 1.77,sig
-1.2, -0.146, 1.7,bkg
2.54, -1.45, 1.89,sig
-1.37, 0.842, 1.59,bkg
-0.711, 2.16, 1.9,sig
0.11, -1.35, 1.62,bkg
0.0362, 0.547, 1.93,sig
-0.263, -0.574, 0.553,bkg
1.77, -0.596, 1.03,sig
-1.01, -0.0369, 1.62,bkg
1.36, 0.235, 1.69,sig
-0.632, -0.429, 1.05,bkg
1.63, -0.62, 0.575,sig
-0.51, -0.833, 0.513,bkg
1.63, -0.143, 1.8,sig
-2.08, 0.861, 0.399,bkg
0.503, 0.579, 1.45,sig
-1.77, 1.33, 1.7,bkg
0.237, 0.365, 1.03,sig
-2.45, 1.69, 1.21,bkg
1.03, 0.706, 0.12,sig
-3.04, 1.73, 0.299,bkg
0.521, -0.186, 0.357,sig
-2.33, 0.565, 1.1,bkg
1.89, -0.386, 1.61,sig
1.53, -2.37, 1.0,bkg
-0.78, 2.1, 1.48,sig
-0.719, -0.537, 0.977,bkg
1.23, 0.0923, 1.07,sig
-0.12, -1.87, 0.748,bkg
0.4, 1.35, 0.806,sig
-0.872, -0.926, 1.7,bkg
0.498, 1.16, 1.42,sig
-0.476, -0.545, 0.264,bkg
2.41, -0.705, 0.887,sig
-1.37, -0.181, 0.629,bkg
1.83, 0.691, 0.89,sig
-1.27, 0.14, 1.82,bkg
2.18, -1.62, 1.96,sig
0.179, -1.54, 0.453,bkg
2.07, -0.694, 1.82,sig
-1.59, 0.616, 1.04,bkg
3.08, -1.08, 0.124,sig
-0.97, 0.057, 1.26,bkg
1.34, -0.823, 0.772,sig
-0.903, -0.946, 0.63,bkg
0.825, -0.253, 1.52,sig
-1.64, 0.279, 1.28,bkg
0.629, -0.00358, 0.942,sig
-1.25, -0.198, 1.0,bkg
1.63, -0.684, 1.09,sig
-1.29, 0.35, 1.0,bkg
2.58, -1.9, 0.77,sig
-0.384, -1.43, 1.35,bkg
0.901, 0.335, 1.08,sig
-0.785, -0.968, 1.32,bkg
1.53, 0.424, 1.51,sig
-1.4, 0.227, 1.38,bkg
1.07, -0.728, 1.5,sig
-0.152, -0.618, 0.899,bkg
0.96, 0.696, 1.28,sig
-1.37, 0.17, 0.597,bkg
1.65, -0.369, 0.944,sig
-2.61, 1.94, 0.524,bkg
0.852, 1.15, 0.315,sig
-3.03, 1.39, 1.43,bkg
1.3, -0.849, 1.83,sig
1.16, -1.9, 0.145,bkg
1.13, 0.232, 1.49,sig
-2.35, 0.601, 1.31,bkg
-0.826, 1.55, 0.314,sig
-0.789, -0.177, 0.582,bkg
-0.451, 1.71, 1.02,sig
0.0706, -1.18, 1.77,bkg
1.86, -1.37, 1.72,sig
-1.22, -0.428, 1.72,bkg
2.36, -0.488, 1.01,sig
0.141, -1.25, 1.9,bkg
2.09, -0.939, 0.18,sig
-2.29, 0.684, 0.265,bkg
1.63, 0.563, 1.98,sig
0.245, -0.766, 0.589,bkg
2.13, -0.804, 0.803,sig
-1.98, 1.02, 0.401,bkg
0.563, 0.0319, 1.62,sig
-0.819, -0.203, 1.13,bkg
1.51, 0.984, 1.41,sig
-1.1, 0.423, 1.25,bkg
1.09, 0.415, 0.859,sig
-0.807, -0.938, 1.42,bkg
1.42, -1.17, 0.616,sig
-0.388, -1.09, 0.98,bkg
0.813, 1.09, 0.198,sig
-1.23, 0.0159, 1.8,bkg
1.79, -0.222, 1.35,sig
-1.59, 0.656, 1.5,bkg
-0.267, 1.47, 1.67,sig
-0.0983, -1.13, 1.89,bkg
2.15, -1.31, 0.996,sig
-0.509, -0.974, 0.174,bkg
0.698, 0.242, 1.01,sig
-0.0263, -0.57, 0.819,bkg
2.45, -1.55, 0.083,sig
-0.684, -1.07, 0.564,bkg
0.916, 1.05, 1.19,sig
-0.0744, -1.63, 0.0956,bkg
2.59, -2.08, 0.385,sig
-2.03, 0.361, 0.119,bkg
-0.323, 2.06, 0.661,sig
-0.801, 0.0831, 0.79,bkg
0.0741, 0.747, 1.2,sig
-1.19, -0.0748, 1.17,bkg
0.611, 0.414, 0.29,sig
-0.979, -0.347, 1.63,bkg
0.72, 0.966, 1.99,sig
-1.59, 0.553, 0.0732,bkg
0.735, 0.633, 0.314,sig
-1.18, -0.303, 0.317,bkg
-1.36, 3.11, 1.88,sig
-1.31, 1.12, 0.44,bkg
0.158, 0.36, 1.18,sig
0.682, -1.53, 1.97,bkg
1.22, 0.0724, 0.685,sig
-2.12, 1.75, 0.553,bkg
0.947, 0.149, 1.25,sig
-1.75, 0.137, 1.18,bkg
0.677, 0.57, 1.15,sig
-2.03, 0.225, 1.33,bkg
1.8, -1.69, 1.86,sig
0.716, -1.59, 0.758,bkg
3.61, -2.79, 1.55,sig
-1.46, 0.509, 0.0128,bkg
-0.496, 2.1, 1.06,sig
-0.49, -1.33, 1.74,bkg
1.66, -0.062, 0.107,sig
-3.08, 2.88, 0.945,bkg
1.69, -0.0192, 1.88,sig
-2.08, 0.881, 1.09,bkg
1.46, 0.586, 0.769,sig
-1.8, 0.345, 1.86,bkg
0.793, -0.099, 1.72,sig
-1.57, 0.275, 1.4,bkg
3.77, -2.73, 0.0418,sig
-1.62, 0.183, 0.0566,bkg
0.165, 0.0567, 0.564,sig
-0.103, -0.974, 0.528,bkg
2.3, -1.31, 1.16,sig
-1.4, -0.274, 1.29,bkg
-0.529, 1.84, 0.4,sig
-1.04, -0.0875, 1.35,bkg
0.881, 0.117, 0.637,sig
-0.177, -0.909, 1.0,bkg
1.51, -0.645, 1.55,sig
-1.87, 0.969, 0.513,bkg
-0.554, 2.0, 0.192,sig
-1.48, 0.512, 0.851,bkg
0.443, 0.766, 0.385,sig
-2.19, 0.619, 0.419,bkg
0.995, -0.291, 0.591,sig
1.61, -2.45, 0.58,bkg
1.66, -0.923, 0.945,sig
-0.354, -0.932, 0.951,bkg
-0.597, 1.32, 1.74,sig
-2.61, 1.26, 0.485,bkg
1.12, -0.174, 0.222,sig
-1.34, 0.158, 1.45,bkg
-0.511, 1.63, 0.504,sig
-0.908, -0.368, 1.17,bkg
3.81, -2.62, 1.3,sig
-1.66, 0.958, 1.16,bkg
0.22, 0.754, 0.588,sig
-0.117, -0.899, 0.224,bkg
0.872, -0.863, 1.97,sig
-0.144, -1.62, 1.59,bkg
3.13, -1.65, 0.382,sig
-0.463, -0.249, 0.317,bkg
2.42, -1.3, 1.4,sig
-2.95, 2.12, 0.784,bkg
0.829, 0.836, 1.47,sig
-2.22, 1.07, 1.17,bkg
2.06, -0.191, 1.34,sig
-1.22, -0.0493, 0.281,bkg
1.15, 0.608, 0.00818,sig
-0.246, -0.816, 0.496,bkg
-0.149, 0.314, 1.53,sig
-1.32, -0.118, 1.69,bkg
-0.364, 1.58, 0.685,sig
-2.33, 0.741, 1.51,bkg
-0.945, 2.64, 1.77,sig
-1.9, 1.02, 0.944,bkg
0.592, 0.278, 1.68,sig
-2.11, -0.255, 1.83,bkg
0.0897, 0.922, 0.392,sig
-0.8, -0.0683, 1.15,bkg
-1.05, 2.71, 1.11,sig
-1.64, 1.54, 0.982,bkg
0.548, 1.13, 0.464,sig
0.467, -0.997, 0.584,bkg
3.09, -1.8, 0.561,sig
-2.68, 1.59, 1.62,bkg
1.02, 0.503, 0.164,sig
0.0261, -1.13, 0.942,bkg
1.38, -0.47, 0.714,sig
-0.185, -0.776, 0.421,bkg
2.5, -1.76, 0.363,sig
-2.08, 1.26, 1.14,bkg
0.462, 0.743, 1.07,sig
-1.99, 0.13, 0.235,bkg
2.6, -1.41, 1.95,sig
-0.489, -0.832, 0.0769,bkg
3.18, -1.65, 0.284,sig
-2.35, 1.5, 1.99,bkg
1.59, 0.637, 1.95,sig
-3.09, 1.22, 1.1,bkg
1.44, 0.205, 0.756,sig
-1.32, 0.0976, 0.638,bkg
1.31, 0.763, 0.771,sig
-1.19, -0.0785, 0.585,bkg
0.267, 0.982, 1.6,sig
-0.276, -1.33, 1.41,bkg
0.588, -0.183, 1.46,sig
-0.333, -1.58, 1.87,bkg
2.64, -1.21, 0.116,sig
-0.76, -0.412, 0.626,bkg
3.03, -1.32, 1.85,sig
-1.09, -0.126, 0.38,bkg
2.13, -1.36, 1.9,sig
-0.731, -1.21, 0.442,bkg
0.758, 0.671, 1.03,sig
-1.78, 0.387, 1.03,bkg
0.37, 0.607, 1.46,sig
-0.418, -0.45, 1.8,bkg
0.339, 1.34, 1.61,sig
-1.48, 0.63, 0.978,bkg
1.33, -0.278, 0.595,sig
-1.07, 1.26, 0.239,bkg
1.71, -0.778, 0.601,sig
0.417, -1.02, 0.0332,bkg
1.66, -0.127, 1.51,sig
-0.193, -0.481, 0.818,bkg
-0.667, 1.47, 1.01,sig
0.641, -1.34, 1.21,bkg
1.34, 0.271, 1.12,sig
-3.71, 2.22, 0.456,bkg
1.24, 0.477, 1.08,sig
-2.62, 0.906, 1.81,bkg
2.26, -1.1, 0.792,sig
0.402, -1.8, 1.75,bkg
0.486, 1.03, 0.655,sig
-0.737, 0.132, 1.7,bkg
1.82, -0.447, 0.545,sig
0.221, -1.7, 1.17,bkg
-0.795, 2.38, 1.03,sig
-2.28, 0.913, 0.644,bkg
-0.127, 1.63, 1.39,sig
-2.79, 1.72, 1.48,bkg
1.15, -0.0635, 1.17,sig
-2.02, 0.938, 1.95,bkg
2.24, -0.314, 1.68,sig
-0.335, -1.06, 1.63,bkg
0.391, 0.636, 1.27,sig
-1.84, 0.526, 1.29,bkg
0.414, 1.14, 0.961,sig
-1.35, -0.469, 1.75,bkg
1.31, -0.261, 1.82,sig
0.274, -1.28, 1.85,bkg
2.0, -0.555, 0.59,sig
-1.14, -0.0277, 1.33,bkg
-1.43, 3.27, 1.13,sig
-0.958, 0.539, 1.58,bkg
1.12, 0.255, 1.11,sig
-3.01, 1.43, 1.51,bkg
1.15, 0.2, 0.603,sig
-0.879, -0.599, 0.802,bkg
1.27, 0.167, 0.415,sig
0.451, -2.16, 1.65,bkg
0.0364, 2.24, 0.194,sig
-1.21, 1.08, 0.272,bkg
0.0232, 0.823, 1.97,sig
-1.74, 1.25, 1.66,bkg
0.704, 0.175, 0.52,sig
0.723, -0.932, 0.829,bkg
-0.065, 0.809, 1.92,sig
0.944, -2.4, 0.367,bkg
1.03, 0.526, 1.45,sig
1.16, -2.33, 0.506,bkg
2.77, -1.9, 0.948,sig
-0.314, -0.502, 0.279,bkg
0.421, 1.35, 1.23,sig
0.698, -2.16, 0.511,bkg
1.36, 0.401, 0.204,sig
-1.71, 0.714, 0.79,bkg
0.96, 0.233, 1.39,sig
-0.415, -1.53, 1.65,bkg
0.334, 0.767, 0.75,sig
-0.665, 0.11, 0.0923,bkg
-0.0881, 1.07, 1.18,sig
-0.903, -0.066, 1.56,bkg
2.59, -0.69, 0.396,sig
-0.881, 0.162, 0.149,bkg
-0.0797, 1.33, 1.41,sig
-2.52, 2.22, 1.1,bkg
1.25, -1.05, 1.8,sig
-1.98, 0.525, 0.996,bkg
1.08, 0.335, 1.89,sig
-1.28, -0.217, 0.894,bkg
-0.422, 0.918, 0.665,sig
-1.97, 1.05, 0.508,bkg
-0.854, 2.16, 1.39,sig
-1.96, 1.15, 0.313,bkg
1.83, -0.204, 1.94,sig
-0.767, -0.655, 1.11,bkg
4.47, -3.11, 1.26,sig
-1.8, 1.53, 0.39,bkg
0.281, 0.14, 0.591,sig
-2.3, 1.7, 1.26,bkg
0.733, 0.687, 1.72,sig
-1.18, -0.0327, 1.83,bkg
2.24, -1.03, 0.0608,sig
-0.35, -0.77, 1.93,bkg
0.335, 1.44, 0.00627,sig
-1.69, 0.7, 1.72,bkg
2.35, -1.33, 0.384,sig
-1.25, 0.172, 1.78,bkg
1.88, -1.48, 0.157,sig
-0.383, -0.576, 1.09,bkg
-1.15, 2.01, 0.117,sig
-2.22, 0.739, 1.37,bkg
0.0163, 1.55, 0.416,sig
1.64, -3.03, 1.79,bkg
1.06, 0.596, 0.437,sig
-1.34, -0.454, 0.556,bkg
0.894, 0.492, 0.175,sig
-3.27, 1.98, 1.37,bkg
0.251, 1.03, 1.85,sig
-1.27, -0.266, 0.739,bkg
1.23, 0.147, 0.465,sig
-0.184, -1.26, 2.0,bkg
-0.297, 1.02, 0.199,sig
0.328, -1.05, 1.22,bkg
-0.0609, 1.05, 0.0697,sig
-0.379, 0.0633, 0.127,bkg
0.424, 0.647, 0.0875,sig
-1.19, -0.0458, 0.814,bkg
0.56, 0.994, 1.48,sig
-2.01, 0.559, 0.72,bkg
2.33, -1.17, 1.37,sig
-0.365, -0.549, 0.0353,bkg
2.8, -1.08, 0.95,sig
-1.55, 0.0502, 1.5,bkg
0.545, 0.903, 0.894,sig
-1.13, -0.666, 0.417,bkg
-0.12, 1.16, 1.63,sig
-1.4, 0.86, 0.864,bkg
0.981, 0.973, 0.32,sig
-2.25, 0.467, 1.55,bkg
-0.705, 1.1, 0.214,sig
-1.88, -0.464, 0.935,bkg
-0.809, 1.45, 1.88,sig
-1.4, 0.389, 0.75,bkg
0.499, 1.12, 1.73,sig
-0.0701, -0.661, 0.241,bkg
1.96, -1.18, 0.187,sig
-0.212, -0.952, 0.407,bkg
0.299, 0.96, 0.205,sig
-0.379, -0.219, 0.261,bkg
0.936, 0.457, 0.673,sig
-2.13, 1.83, 1.38,bkg
1.38, -0.71, 1.51,sig
